UserID,total_courses,avg_spending,avg_course_rating,diversity_score,learning_depth_index,beginner_ratio,enrollment_frequency,category_concentration,n_categories,recency_days,preferred_category_enc,preferred_level_enc
P0997,1,379.74,4.4,1,0.0,1.0,1.0,0.875,1,1076,2,1
P0998,4,761.4699999999999,4.775,2,0.375,0.5,0.0034662045060658577,0.75,2,250,2,1
P0999,10,1090.478,4.55,4,0.85,0.0,0.00727802037845706,0.5,4,61,2,0
P1000,14,771.0642857142857,4.335714285714286,6,0.5357142857142857,0.0,0.011382113821138212,0.25,6,125,4,2
P1001,6,572.475,4.483333333333333,4,0.25,0.6666666666666666,0.00510204081632653,0.5,4,138,2,1
P1002,3,555.37,4.066666666666667,3,0.16666666666666666,0.6666666666666666,0.0032679738562091504,0.625,3,488,4,1
P1003,3,1070.7166666666667,4.066666666666666,2,0.8333333333333334,0.0,0.006437768240343348,0.75,2,910,2,0
P1004,4,1205.6725000000001,4.775,1,0.875,0.0,0.003032600454890068,0.875,1,56,2,0
P1005,21,617.4390476190476,4.257142857142857,5,0.2857142857142857,0.47619047619047616,0.016522423288749016,0.375,5,137,3,2
P1006,24,633.4670833333333,4.425,6,0.2916666666666667,0.5833333333333334,0.016666666666666666,0.25,6,3,2,1
P1007,5,549.008,4.220000000000001,4,0.1,0.8,0.006702412868632708,0.5,4,619,3,1
P1008,21,796.9000000000001,4.409523809523809,6,0.5238095238095238,0.14285714285714285,0.015418502202643172,0.25,6,58,2,2
P1009,1,820.43,4.3,1,0.5,0.0,1.0,0.875,1,315,1,2
P1010,13,749.0076923076923,4.407692307692307,5,0.46153846153846156,0.23076923076923078,0.01036682615629984,0.375,5,82,2,2
P1011,9,1154.3977777777777,4.366666666666666,5,0.9444444444444444,0.0,0.006716417910447761,0.375,5,107,2,0
P1012,10,769.733,4.25,5,0.55,0.1,0.010638297872340425,0.375,5,248,4,2
P1013,3,568.4466666666666,4.333333333333333,2,0.16666666666666666,0.6666666666666666,0.00946372239747634,0.75,2,1082,1,1
P1014,20,548.0065,4.26,5,0.125,0.8,0.014378145219266714,0.375,5,23,2,1
P1015,4,703.3725000000001,3.85,4,0.5,0.25,0.0037629350893697085,0.5,4,346,5,2
P1016,10,1023.6659999999999,4.45,5,0.85,0.0,0.0073475385745775165,0.375,5,11,2,0
P1017,21,628.8452380952381,4.1952380952380945,5,0.3333333333333333,0.5238095238095238,0.015659955257270694,0.375,5,39,2,1
P1018,22,646.3068181818181,4.2681818181818185,6,0.29545454545454547,0.5,0.018318068276436304,0.25,6,261,2,1
P1019,2,362.33,4.15,2,0.0,1.0,0.0027816411682892906,0.75,2,582,4,1
P1020,7,542.6814285714286,4.271428571428571,4,0.07142857142857142,0.8571428571428571,0.006145741878841089,0.5,4,264,5,1
P1021,15,659.5633333333334,4.48,5,0.26666666666666666,0.5333333333333333,0.013452914798206279,0.375,5,254,1,1
P1022,26,702.8761538461538,4.4423076923076925,6,0.38461538461538464,0.4230769230769231,0.01918819188191882,0.25,6,23,3,1
P1023,13,724.8446153846154,4.476923076923077,5,0.4230769230769231,0.3076923076923077,0.012275731822474031,0.375,5,121,3,2
P1024,20,578.4535,4.215,5,0.225,0.65,0.014367816091954023,0.375,5,25,2,1
P1025,5,1034.58,4.6,2,0.8,0.2,0.006305170239596469,0.75,2,121,2,0
P1026,1,335.5,4.2,1,0.0,1.0,1.0,0.875,1,754,1,1
P1027,3,1044.9366666666667,4.2,2,0.8333333333333334,0.0,0.0025884383088869713,0.75,2,111,4,0
P1028,18,690.4311111111111,4.222222222222222,5,0.4444444444444444,0.2222222222222222,0.013071895424836602,0.375,5,71,0,2
P1029,9,830.0577777777778,4.300000000000001,5,0.5555555555555556,0.3333333333333333,0.009988901220865706,0.375,5,210,2,0
P1030,14,927.2828571428572,4.321428571428571,6,0.6785714285714286,0.14285714285714285,0.011705685618729096,0.25,6,58,1,0
P1031,7,1055.3642857142856,4.242857142857143,4,0.9285714285714286,0.0,0.00720164609053498,0.5,4,269,2,0
P1032,16,794.2275,4.36875,5,0.46875,0.3125,0.013793103448275862,0.375,5,293,3,2
P1033,18,732.9016666666666,4.311111111111111,6,0.5833333333333334,0.05555555555555555,0.012875536480686695,0.25,6,61,4,2
P1034,3,466.40333333333336,4.3999999999999995,3,0.0,1.0,0.0026455026455026454,0.625,3,213,3,1
P1035,2,1171.94,4.0,2,1.0,0.0,0.0027472527472527475,0.75,2,117,4,0
P1036,16,789.974375,4.1,5,0.5625,0.125,0.012749003984063745,0.375,5,151,3,2
P1037,20,718.0085,4.29,6,0.425,0.3,0.014164305949008499,0.25,6,6,4,2
P1038,4,1106.3700000000001,4.5,3,0.875,0.0,0.0033812341504649195,0.625,3,8,0,0
P1039,19,664.7815789473684,4.294736842105263,6,0.2631578947368421,0.5789473684210527,0.013899049012435992,0.25,6,78,2,1
P1040,17,708.584705882353,4.252941176470588,6,0.35294117647058826,0.35294117647058826,0.013545816733067729,0.25,6,19,1,2
P1041,16,672.07875,4.25625,5,0.28125,0.625,0.012997562956945572,0.375,5,229,1,1
P1042,4,1203.6925,3.95,3,1.0,0.0,0.008695652173913044,0.625,3,460,4,0
P1043,25,656.5236,4.348,6,0.28,0.52,0.01849112426035503,0.25,6,38,2,1
P1044,19,638.54,4.21578947368421,6,0.2894736842105263,0.5263157894736842,0.01452599388379205,0.25,6,72,4,1
P1045,6,1189.3500000000001,4.466666666666667,3,0.9166666666666666,0.0,0.011904761904761904,0.625,3,913,2,0
P1046,21,627.9771428571429,4.371428571428571,5,0.2857142857142857,0.5714285714285714,0.016355140186915886,0.375,5,159,3,1
P1047,3,584.07,4.5,3,0.16666666666666666,0.6666666666666666,0.002973240832507433,0.625,3,343,4,1
P1048,6,1083.8700000000001,4.2,4,0.9166666666666666,0.0,0.00436046511627907,0.5,4,10,2,0
P1049,4,460.5725,4.175,4,0.0,1.0,0.003179650238473768,0.5,4,95,5,1
P1050,32,640.9746875,4.321875,6,0.296875,0.5625,0.022808267997148968,0.25,6,49,3,1
P1051,4,660.9,4.35,3,0.25,0.75,0.014925373134328358,0.625,3,224,1,1
P1052,15,832.4553333333333,4.3533333333333335,6,0.5333333333333333,0.2,0.012479201331114808,0.25,6,168,2,2
P1053,14,750.5957142857143,4.357142857142857,6,0.42857142857142855,0.21428571428571427,0.010550113036925395,0.25,6,41,3,2
P1054,11,1004.0654545454545,4.218181818181818,5,0.9090909090909091,0.0,0.00857365549493375,0.375,5,104,2,0
P1055,21,637.7447619047618,4.357142857142857,6,0.23809523809523808,0.6190476190476191,0.01581325301204819,0.25,6,61,2,1
P1056,4,896.28,4.45,4,0.875,0.0,0.0044444444444444444,0.5,4,289,4,0
P1057,10,956.9010000000001,4.33,4,0.85,0.0,0.007288629737609329,0.5,4,34,2,0
P1058,24,597.2241666666667,4.3999999999999995,6,0.22916666666666666,0.5416666666666666,0.017167381974248927,0.25,6,17,3,1
P1059,15,815.2993333333333,4.36,5,0.5333333333333333,0.2,0.013452914798206279,0.375,5,127,3,2
P1060,1,406.19,4.5,1,0.0,1.0,1.0,0.875,1,1023,1,1
P1061,11,704.8354545454545,4.454545454545454,5,0.5,0.2727272727272727,0.009981851179673321,0.375,5,106,3,2
P1062,19,588.8373684210526,4.2368421052631575,6,0.23684210526315788,0.5789473684210527,0.013669064748201438,0.25,6,42,2,1
P1063,7,1119.742857142857,4.557142857142857,3,0.7857142857142857,0.0,0.00594732370433305,0.625,3,278,3,0
P1064,15,741.1873333333334,4.24,6,0.5,0.3333333333333333,0.01141552511415525,0.25,6,107,0,2
P1065,3,839.6999999999999,4.033333333333333,3,0.5,0.3333333333333333,0.002329192546583851,0.625,3,32,5,2
P1066,24,605.1433333333333,4.279166666666667,6,0.22916666666666666,0.5416666666666666,0.017167381974248927,0.25,6,43,2,1
P1067,18,601.2705555555556,4.327777777777778,6,0.2777777777777778,0.5,0.013313609467455622,0.25,6,11,2,1
P1068,4,516.395,4.45,2,0.25,0.5,0.0033250207813798837,0.75,2,104,4,2
P1069,4,483.735,4.3,3,0.125,0.75,0.003587443946188341,0.625,3,205,1,1
P1070,24,738.3916666666668,4.354166666666667,6,0.3541666666666667,0.4166666666666667,0.01957585644371941,0.25,6,10,2,2
P1071,17,638.139411764706,4.31764705882353,6,0.23529411764705882,0.5882352941176471,0.014107883817427386,0.25,6,223,5,1
P1072,3,640.6733333333333,4.266666666666667,3,0.16666666666666666,0.6666666666666666,0.0028222013170272815,0.625,3,259,3,1
P1073,1,313.24,4.0,1,0.0,1.0,1.0,0.875,1,764,2,1
P1074,3,506.1366666666667,4.233333333333333,2,0.16666666666666666,0.6666666666666666,0.0026690391459074734,0.75,2,58,4,1
P1075,2,667.795,4.15,1,0.25,0.5,0.0027137042062415195,0.875,1,488,3,2
P1076,14,668.8371428571428,4.464285714285714,5,0.35714285714285715,0.35714285714285715,0.011128775834658187,0.375,5,162,2,2
P1077,3,938.9533333333334,4.266666666666667,3,0.8333333333333334,0.0,0.002329192546583851,0.625,3,150,5,0
P1078,2,641.0899999999999,4.6,2,0.25,0.5,0.004545454545454545,0.75,2,591,3,2
P1079,11,976.3945454545454,4.245454545454546,6,0.6818181818181818,0.18181818181818182,0.008333333333333333,0.25,6,136,2,0
P1080,3,433.53000000000003,4.3,2,0.0,1.0,0.004297994269340974,0.75,2,56,1,1
P1081,11,661.0818181818181,4.372727272727273,6,0.4090909090909091,0.18181818181818182,0.00830188679245283,0.25,6,63,4,2
P1082,15,679.2106666666666,4.226666666666667,6,0.3333333333333333,0.5333333333333333,0.010630758327427357,0.25,6,19,4,1
P1083,5,658.6800000000001,3.96,3,0.3,0.4,0.013054830287206266,0.625,3,630,1,2
P1084,9,973.9833333333333,4.355555555555556,4,0.7777777777777778,0.2222222222222222,0.007293354943273906,0.5,4,75,2,0
P1085,2,856.965,4.25,1,0.75,0.0,0.003683241252302026,0.875,1,910,3,2
P1086,16,592.639375,4.25625,6,0.25,0.5,0.012519561815336464,0.25,6,143,5,1
P1087,10,945.6229999999999,4.29,3,0.85,0.1,0.010141987829614604,0.625,3,196,2,0
P1088,5,541.5899999999999,4.3,5,0.2,0.6,0.00463821892393321,0.375,5,222,5,1
P1089,30,620.3389999999999,4.3100000000000005,6,0.2833333333333333,0.5666666666666667,0.021141649048625793,0.25,6,21,4,1
P1090,12,963.765,4.5249999999999995,6,0.7083333333333334,0.08333333333333333,0.008961911874533234,0.25,6,99,0,0
P1091,16,770.07,4.31875,6,0.46875,0.3125,0.01145311381531854,0.25,6,49,1,2
P1092,18,782.5066666666667,4.361111111111111,6,0.5,0.3333333333333333,0.015202702702702704,0.25,6,207,5,0
P1093,17,824.47,4.241176470588235,6,0.5588235294117647,0.11764705882352941,0.01400329489291598,0.25,6,165,2,2
P1094,23,679.6978260869565,4.439130434782609,6,0.34782608695652173,0.4782608695652174,0.01686217008797654,0.25,6,68,4,1
P1095,6,1004.4266666666666,4.3500000000000005,4,0.9166666666666666,0.0,0.0049301561216105174,0.5,4,56,3,0
P1096,12,1026.8716666666667,4.366666666666666,5,0.7916666666666666,0.08333333333333333,0.01048951048951049,0.375,5,41,2,0
P1097,1,582.12,4.0,1,0.5,0.0,1.0,0.875,1,1230,2,2
P1098,3,465.2866666666667,4.2,2,0.0,1.0,0.01948051948051948,0.75,2,957,3,1
P1099,5,1249.316,4.6,4,0.9,0.0,0.005417118093174431,0.5,4,70,2,0
P1100,20,632.74,4.33,6,0.275,0.55,0.014044943820224719,0.25,6,18,1,1
P1101,17,811.2423529411765,4.341176470588235,6,0.5,0.17647058823529413,0.013428120063191154,0.25,6,158,0,2
P1102,16,646.88,4.3125,6,0.40625,0.375,0.011594202898550725,0.25,6,42,4,2
P1103,5,630.7360000000001,4.46,3,0.3,0.6,0.007621951219512195,0.625,3,212,2,1
P1104,28,649.2732142857143,4.335714285714286,6,0.30357142857142855,0.5,0.02074074074074074,0.25,6,36,2,1
P1105,16,692.71125,4.3125,5,0.34375,0.375,0.0128928283642224,0.375,5,89,3,2
P1106,5,1015.058,4.26,5,0.8,0.0,0.004351610095735422,0.375,5,112,4,0
P1107,8,708.68875,4.175,5,0.5,0.125,0.007554296506137866,0.375,5,303,1,2
P1108,16,710.558125,4.36875,5,0.375,0.4375,0.012738853503184714,0.375,5,150,3,1
P1109,14,886.6271428571428,4.228571428571429,6,0.6071428571428571,0.14285714285714285,0.010582010582010581,0.25,6,65,5,2
P1110,14,766.0628571428572,4.364285714285715,6,0.5714285714285714,0.14285714285714285,0.011093502377179081,0.25,6,109,0,2
P1111,15,848.6080000000001,4.2733333333333325,5,0.6,0.2,0.011655011655011656,0.375,5,156,0,0
P1112,3,1132.6766666666665,4.466666666666667,3,0.8333333333333334,0.0,0.010067114093959731,0.625,3,6,5,0
P1113,19,569.6621052631579,4.163157894736842,5,0.23684210526315788,0.5789473684210527,0.013352073085031623,0.375,5,23,3,1
P1114,11,888.0436363636363,4.3,5,0.6818181818181818,0.09090909090909091,0.008661417322834646,0.375,5,95,2,2
P1115,1,493.89,4.3,1,0.0,1.0,1.0,0.875,1,127,0,1
P1116,9,1101.8233333333333,4.366666666666666,5,0.8888888888888888,0.0,0.007058823529411765,0.375,5,41,2,0
P1117,3,675.1766666666666,4.466666666666666,1,0.5,0.3333333333333333,0.009771986970684038,0.875,1,421,1,2
P1118,6,1022.7566666666667,4.233333333333333,3,0.9166666666666666,0.0,0.005263157894736842,0.625,3,84,0,0
P1119,5,554.2760000000001,4.5,5,0.2,0.6,0.005931198102016607,0.375,5,388,5,1
P1120,5,661.586,4.34,4,0.4,0.2,0.0037174721189591076,0.5,4,78,0,2
P1121,25,683.0283999999999,4.316,5,0.34,0.44,0.018925056775170326,0.375,5,61,2,1
P1122,20,672.6065,4.245,5,0.3,0.5,0.014492753623188406,0.375,5,53,4,1
P1123,11,765.0754545454546,4.372727272727273,6,0.45454545454545453,0.2727272727272727,0.011099899091826439,0.25,6,439,4,2
P1124,3,460.2266666666667,4.133333333333334,3,0.0,1.0,0.005291005291005291,0.625,3,191,5,1
P1125,23,691.7808695652174,4.317391304347826,6,0.2608695652173913,0.6086956521739131,0.016358463726884778,0.25,6,52,5,1
P1126,18,777.713888888889,4.338888888888889,5,0.5555555555555556,0.16666666666666666,0.012949640287769784,0.375,5,49,2,2
P1127,13,741.7953846153846,4.3769230769230765,5,0.4230769230769231,0.23076923076923078,0.009468317552804079,0.375,5,71,2,2
P1128,26,567.6346153846154,4.276923076923077,6,0.21153846153846154,0.6153846153846154,0.01816911250873515,0.25,6,6,3,1
P1129,18,590.19,4.383333333333334,6,0.2222222222222222,0.5555555555555556,0.01278409090909091,0.25,6,47,4,1
P1130,7,1110.64,4.2,4,0.9285714285714286,0.0,0.007128309572301426,0.5,4,435,4,0
P1131,22,702.1986363636363,4.445454545454545,6,0.4090909090909091,0.22727272727272727,0.015151515151515152,0.25,6,10,2,2
P1132,21,619.5919047619047,4.442857142857143,6,0.30952380952380953,0.42857142857142855,0.014799154334038054,0.25,6,26,0,2
P1133,20,709.6785,4.235,6,0.325,0.4,0.014619883040935672,0.25,6,49,3,2
P1134,14,752.0764285714286,4.314285714285714,6,0.4642857142857143,0.35714285714285715,0.010550113036925395,0.25,6,45,0,2
P1135,17,602.7382352941177,4.358823529411764,5,0.17647058823529413,0.6470588235294118,0.015315315315315315,0.375,5,134,3,1
P1136,3,522.6133333333333,4.1000000000000005,3,0.16666666666666666,0.6666666666666666,0.002398081534772182,0.625,3,206,4,1
P1137,22,635.4245454545454,4.290909090909091,6,0.29545454545454547,0.45454545454545453,0.015536723163841809,0.25,6,2,1,2
P1138,16,906.190625,4.2625,4,0.65625,0.0625,0.011782032400589101,0.5,4,100,4,2
P1139,25,518.3216,4.276,6,0.24,0.6,0.0199203187250996,0.25,6,53,2,1
P1140,6,995.2716666666666,4.333333333333333,5,0.8333333333333334,0.0,0.008486562942008486,0.375,5,621,2,0
P1141,10,751.499,4.32,4,0.45,0.3,0.008673026886383347,0.5,4,22,1,2
P1142,4,1042.135,4.5,3,0.875,0.0,0.0030864197530864196,0.625,3,38,3,0
P1143,4,549.5124999999999,4.475,3,0.25,0.5,0.0041928721174004195,0.625,3,344,1,2
P1144,13,906.4946153846154,4.269230769230769,6,0.5769230769230769,0.15384615384615385,0.01330603889457523,0.25,6,31,3,2
P1145,1,509.08,4.3,1,0.0,1.0,1.0,0.875,1,910,1,1
P1146,3,1216.1666666666667,4.566666666666666,3,1.0,0.0,0.002707581227436823,0.625,3,118,4,0
P1147,8,984.22875,4.2875,4,0.6875,0.125,0.0066555740432612314,0.5,4,183,4,0
P1148,6,837.1733333333333,4.2,4,0.5833333333333334,0.16666666666666666,0.006486486486486486,0.5,4,96,3,2
P1149,4,654.2525,4.125,3,0.25,0.5,0.0030651340996168583,0.625,3,31,1,2
P1150,5,606.73,4.4,3,0.2,0.6,0.006793478260869565,0.625,3,101,1,1
P1151,25,656.2464,4.332,6,0.26,0.52,0.018409425625920472,0.25,6,44,2,1
P1152,11,1183.9036363636365,4.318181818181818,6,1.0,0.0,0.008233532934131737,0.25,6,35,4,0
P1153,5,967.118,4.26,3,0.9,0.0,0.0046168051708217915,0.625,3,283,4,0
P1154,28,620.3742857142857,4.396428571428571,6,0.23214285714285715,0.6071428571428571,0.021212121212121213,0.25,6,137,2,1
P1155,18,662.5033333333333,4.372222222222223,5,0.3333333333333333,0.5,0.015410958904109588,0.375,5,241,3,1
P1156,11,636.0681818181819,4.218181818181818,6,0.4090909090909091,0.45454545454545453,0.008870967741935484,0.25,6,95,5,1
P1157,10,924.051,4.529999999999999,5,0.6,0.2,0.008904719501335707,0.375,5,330,3,0
P1158,18,803.5005555555556,4.211111111111111,6,0.5555555555555556,0.2222222222222222,0.012968299711815562,0.25,6,33,1,2
P1159,7,932.5814285714285,4.442857142857142,4,0.7142857142857143,0.14285714285714285,0.007049345417925478,0.5,4,59,0,0
P1160,10,903.809,4.5,4,0.7,0.1,0.010471204188481676,0.5,4,468,3,0
P1161,2,1071.125,4.7,2,1.0,0.0,0.002328288707799767,0.75,2,167,4,0
P1162,19,606.6647368421052,4.473684210526316,5,0.21052631578947367,0.6842105263157895,0.01391941391941392,0.375,5,69,2,1
P1163,3,586.3633333333333,4.766666666666667,3,0.3333333333333333,0.3333333333333333,0.003243243243243243,0.625,3,246,4,2
P1164,19,610.5626315789474,4.294736842105263,6,0.2894736842105263,0.42105263157894735,0.013718411552346571,0.25,6,73,3,2
P1165,19,782.0031578947368,4.342105263157895,5,0.5263157894736842,0.15789473684210525,0.015224358974358974,0.375,5,104,0,2
P1166,15,564.628,4.293333333333334,6,0.16666666666666666,0.7333333333333333,0.011655011655011656,0.25,6,146,2,1
P1167,15,684.7806666666667,4.42,6,0.36666666666666664,0.4666666666666667,0.011152416356877323,0.25,6,94,1,1
P1168,13,1135.3638461538462,4.515384615384615,6,0.8076923076923077,0.07692307692307693,0.009572901325478646,0.25,6,76,2,0
P1169,7,757.0528571428571,4.071428571428571,4,0.35714285714285715,0.2857142857142857,0.005700325732899023,0.5,4,132,3,2
P1170,10,814.946,4.4,5,0.6,0.1,0.0099601593625498,0.375,5,152,0,2
P1171,24,643.96,4.283333333333333,6,0.2916666666666667,0.5416666666666666,0.01700921332388377,0.25,6,47,2,1
P1172,12,663.4575,4.166666666666667,5,0.2916666666666667,0.5,0.009097801364670205,0.375,5,42,5,1
P1173,8,681.8199999999999,4.2,4,0.375,0.5,0.011157601115760111,0.5,4,630,0,1
P1174,7,715.3942857142857,4.171428571428572,5,0.5714285714285714,0.14285714285714285,0.005942275042444821,0.375,5,15,2,2
P1175,18,578.3361111111111,4.300000000000001,4,0.1388888888888889,0.7222222222222222,0.01322556943423953,0.5,4,68,2,1
P1176,20,730.0425,4.365,6,0.45,0.3,0.015163002274450341,0.25,6,27,0,2
P1177,10,1047.5639999999999,4.26,4,0.85,0.1,0.009523809523809525,0.5,4,236,2,0
P1178,18,716.25,4.277777777777778,5,0.4722222222222222,0.2222222222222222,0.013392857142857142,0.375,5,63,0,2
P1179,20,756.76,4.375,5,0.425,0.4,0.014234875444839857,0.375,5,37,3,1
P1180,20,658.7470000000001,4.3100000000000005,5,0.3,0.5,0.014947683109118086,0.375,5,49,4,1
P1181,7,1106.76,4.385714285714285,3,0.8571428571428571,0.0,0.005263157894736842,0.625,3,7,2,0
P1182,10,893.116,4.34,4,0.75,0.1,0.00723589001447178,0.5,4,34,2,0
P1183,24,662.9325,4.279166666666667,6,0.3541666666666667,0.4166666666666667,0.016701461377870562,0.25,6,6,2,2
P1184,4,1023.5825,4.4,1,0.625,0.25,0.003451251078515962,0.875,1,99,2,0
P1185,3,547.1833333333333,4.5,2,0.0,1.0,0.007772020725388601,0.75,2,162,1,1
P1186,5,1124.7440000000001,4.74,3,0.7,0.2,0.003834355828220859,0.625,3,35,2,0
P1187,23,610.268695652174,4.3826086956521735,5,0.2608695652173913,0.5217391304347826,0.017024426350851222,0.375,5,26,2,1
P1188,6,1175.5649999999998,4.3999999999999995,3,1.0,0.0,0.005208333333333333,0.625,3,144,2,0
P1189,12,836.9491666666667,4.583333333333333,6,0.5416666666666666,0.16666666666666666,0.009708737864077669,0.25,6,84,0,2
P1190,15,804.8866666666667,4.253333333333333,6,0.5666666666666667,0.2,0.01112759643916914,0.25,6,65,4,2
P1191,11,762.9154545454545,4.254545454545454,5,0.5454545454545454,0.0,0.01083743842364532,0.375,5,40,4,2
P1192,7,598.8999999999999,4.385714285714285,4,0.21428571428571427,0.7142857142857143,0.005862646566164154,0.5,4,239,5,1
P1193,32,654.5103125,4.303125,6,0.296875,0.53125,0.02346041055718475,0.25,6,53,2,1
P1194,19,789.5852631578948,4.347368421052631,5,0.5526315789473685,0.15789473684210525,0.014136904761904762,0.375,5,86,2,2
P1195,18,610.1766666666667,4.416666666666667,6,0.2777777777777778,0.6111111111111112,0.013533834586466165,0.25,6,25,3,1
P1196,17,541.77,4.347058823529412,6,0.17647058823529413,0.7058823529411765,0.014261744966442953,0.25,6,34,4,1
P1197,11,1067.52,4.2272727272727275,5,0.9545454545454546,0.0,0.008106116433308769,0.375,5,18,4,0
P1198,7,889.4357142857143,4.128571428571428,3,0.6428571428571429,0.14285714285714285,0.005668016194331984,0.625,3,114,2,0
P1199,12,948.1308333333333,4.1499999999999995,4,0.625,0.16666666666666666,0.008908685968819599,0.5,4,17,0,2
P1200,12,827.2383333333333,4.183333333333334,5,0.5416666666666666,0.08333333333333333,0.012565445026178011,0.375,5,136,1,2
P1201,5,770.092,4.220000000000001,3,0.4,0.2,0.0038669760247486465,0.625,3,97,1,2
P1202,16,836.5337499999999,4.2875,6,0.53125,0.3125,0.011967090501121914,0.25,6,32,4,0
P1203,9,799.2444444444444,4.2555555555555555,5,0.5555555555555556,0.1111111111111111,0.00891089108910891,0.375,5,49,0,2
P1204,6,542.5316666666666,3.9666666666666663,5,0.08333333333333333,0.8333333333333334,0.005819592628516004,0.375,5,262,1,1
P1205,21,624.0833333333334,4.166666666666667,6,0.30952380952380953,0.47619047619047616,0.015789473684210527,0.25,6,100,3,1
P1206,6,1144.4683333333335,4.583333333333333,3,1.0,0.0,0.00906344410876133,0.625,3,354,2,0
P1207,1,527.08,4.3,1,0.0,1.0,1.0,0.875,1,1413,2,1
P1208,24,631.0912500000001,4.279166666666667,6,0.3125,0.5,0.016724738675958188,0.25,6,19,3,1
P1209,4,565.6274999999999,4.175,3,0.25,0.5,0.007380073800738007,0.625,3,534,1,2
P1210,4,712.005,4.4,3,0.5,0.25,0.0036003600360036,0.625,3,305,0,2
P1211,13,543.2307692307693,4.2153846153846155,5,0.2692307692307692,0.46153846153846156,0.011807447774750226,0.375,5,348,1,2
P1212,15,748.6479999999999,4.293333333333334,6,0.4666666666666667,0.2,0.012205044751830757,0.25,6,13,0,2
P1213,24,689.59375,4.379166666666666,6,0.375,0.4166666666666667,0.016913319238900635,0.25,6,15,3,2
P1214,11,1069.7481818181818,4.318181818181818,4,0.8181818181818182,0.09090909090909091,0.008239700374531835,0.5,4,16,2,0
P1215,7,503.18285714285713,4.571428571428571,4,0.07142857142857142,0.8571428571428571,0.007035175879396985,0.5,4,430,4,1
P1216,22,646.8386363636364,4.490909090909091,6,0.2727272727272727,0.6363636363636364,0.015460295151089248,0.25,6,32,4,1
P1217,25,597.2332,4.248,6,0.24,0.56,0.017482517482517484,0.25,6,18,2,1
P1218,11,1102.3763636363635,4.390909090909091,3,0.7727272727272727,0.0,0.008314436885865457,0.625,3,23,2,0
P1219,17,765.4711764705883,4.382352941176471,5,0.5588235294117647,0.11764705882352941,0.013046815042210284,0.375,5,113,2,2
P1220,5,1049.622,4.3,3,0.8,0.0,0.006747638326585695,0.625,3,582,4,0
P1221,20,570.0515,4.26,6,0.225,0.6,0.014144271570014143,0.25,6,17,2,1
P1222,15,744.5613333333333,4.38,6,0.5333333333333333,0.13333333333333333,0.011406844106463879,0.25,6,9,1,2
P1223,7,795.1314285714286,4.357142857142857,4,0.5714285714285714,0.14285714285714285,0.005388760585065435,0.5,4,128,3,2
P1224,12,775.3433333333334,4.2749999999999995,4,0.5,0.08333333333333333,0.010407632263660017,0.5,4,292,0,2
P1225,15,930.2553333333333,4.386666666666667,5,0.6333333333333333,0.2,0.011574074074074073,0.375,5,72,2,0
P1226,22,576.7690909090909,4.3500000000000005,6,0.1590909090909091,0.7272727272727273,0.017080745341614908,0.25,6,123,3,1
P1227,4,524.16,4.25,4,0.125,0.75,0.003463203463203463,0.5,4,305,5,1
P1228,26,672.7942307692308,4.353846153846154,6,0.3269230769230769,0.46153846153846156,0.018043025676613464,0.25,6,12,3,1
P1229,1,416.47,4.3,1,0.0,1.0,1.0,0.875,1,1442,4,1
P1230,1,453.35,4.3,1,0.0,1.0,1.0,0.875,1,127,5,1
P1231,6,1062.78,4.266666666666667,4,0.9166666666666666,0.0,0.009836065573770493,0.5,4,334,4,0
P1232,25,614.8476,4.42,6,0.28,0.52,0.018050541516245487,0.25,6,73,2,1
P1233,17,739.094705882353,4.311764705882353,5,0.38235294117647056,0.4117647058823529,0.011756569847856155,0.375,5,3,3,1
P1234,11,838.8145454545454,4.418181818181818,5,0.5454545454545454,0.2727272727272727,0.009228187919463088,0.375,5,23,3,0
P1235,24,686.8316666666666,4.383333333333334,6,0.375,0.4583333333333333,0.017094017094017096,0.25,6,17,4,1
P1236,13,599.4515384615385,4.061538461538461,6,0.23076923076923078,0.6153846153846154,0.009848484848484848,0.25,6,105,2,1
P1237,7,994.8057142857142,4.185714285714286,4,0.8571428571428571,0.0,0.005409582689335394,0.5,4,23,4,0
P1238,6,829.165,4.516666666666667,2,0.6666666666666666,0.16666666666666666,0.0069605568445475635,0.75,2,105,3,0
P1239,12,1155.5533333333333,4.491666666666666,5,0.9166666666666666,0.08333333333333333,0.009925558312655087,0.375,5,39,2,0
P1240,16,717.9300000000001,4.34375,6,0.5,0.25,0.013377926421404682,0.25,6,122,3,2
P1241,11,864.6136363636364,4.236363636363636,5,0.5454545454545454,0.2727272727272727,0.009450171821305841,0.375,5,52,1,0
P1242,8,573.135,4.225,4,0.1875,0.625,0.005886681383370125,0.5,4,10,1,1
P1243,1,442.46,4.2,1,0.0,1.0,1.0,0.875,1,469,1,1
P1244,9,1005.2833333333333,4.033333333333333,5,0.8888888888888888,0.0,0.007069913589945012,0.375,5,186,0,0
P1245,7,474.3057142857143,4.4,6,0.0,1.0,0.006930693069306931,0.25,6,432,5,1
P1246,3,575.8133333333334,4.366666666666667,3,0.16666666666666666,0.6666666666666666,0.0026455026455026454,0.625,3,156,3,1
P1247,17,616.8276470588235,4.358823529411764,6,0.20588235294117646,0.6470588235294118,0.013665594855305467,0.25,6,109,4,1
