Rank,UserID,CourseID,CourseCategory,CourseLevel,CourseType,CourseRating,RecommendationScore,pop_score,cat_score,lvl_score,rating_score,Segment,TargetLevel,MatchReason
5,U0717,C0032,Arts & Creativity,Intermediate,Video,3.6,0.815725806451613,0.6774193548387096,1.0,1.0,0.65,🚀 Career Climber,Intermediate,Matches your Arts & Creativity interest · Perfect Intermediate level fit · Popular in your learner group
6,U0717,C0218,Arts & Creativity,Advanced,Hybrid,4.2,0.782258064516129,0.7741935483870968,1.0,0.5,0.8,🚀 Career Climber,Intermediate,Matches your Arts & Creativity interest · Close to your target level · Popular in your learner group · Well rated (4.2★)
7,U0717,C0363,Arts & Creativity,Intermediate,Self-Paced,4.1,0.7598790322580645,0.3870967741935484,1.0,1.0,0.7749999999999999,🚀 Career Climber,Intermediate,Matches your Arts & Creativity interest · Perfect Intermediate level fit · Well rated (4.1★)
8,U0717,C0079,Arts & Creativity,Advanced,Self-Paced,4.6,0.739516129032258,0.5483870967741935,1.0,0.5,0.8999999999999999,🚀 Career Climber,Intermediate,Matches your Arts & Creativity interest · Close to your target level · Highly rated (4.6★)
1,U0720,C0183,Data Science,Beginner,Hybrid,5.0,0.93125,0.7708333333333334,1.0,1.0,1.0,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (5.0★)
2,U0720,C0359,Data Science,Beginner,Self-Paced,4.8,0.91875,0.7708333333333334,1.0,1.0,0.95,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.8★)
3,U0720,C0059,Data Science,Beginner,Video,4.6,0.8937499999999999,0.7291666666666666,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.6★)
4,U0720,C0131,Data Science,Beginner,Live,4.5,0.8875,0.7291666666666666,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
5,U0720,C0336,Data Science,Beginner,Self-Paced,4.1,0.88125,0.7916666666666666,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.1★)
6,U0720,C0348,Data Science,Beginner,Live,4.4,0.88125,0.7291666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
7,U0720,C0252,Data Science,Beginner,Self-Paced,3.9,0.8562500000000001,0.75,1.0,1.0,0.725,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group
8,U0720,C0186,Data Science,Beginner,Video,4.4,0.8562500000000001,0.6458333333333334,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
1,U0721,C0061,Design,Intermediate,Hybrid,4.8,0.9100806451612904,0.7419354838709677,1.0,1.0,0.95,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.8★)
2,U0721,C0266,Design,Intermediate,Hybrid,4.4,0.8850806451612904,0.7419354838709677,1.0,1.0,0.8500000000000001,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.4★)
3,U0721,C0153,Design,Intermediate,Self-Paced,4.3,0.8497983870967742,0.6451612903225806,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
4,U0721,C0127,Design,Intermediate,Video,4.5,0.8429435483870968,0.5806451612903226,1.0,1.0,0.875,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Highly rated (4.5★)
5,U0721,C0395,Design,Intermediate,Video,4.7,0.8360887096774192,0.5161290322580645,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Highly rated (4.7★)
6,U0721,C0238,Design,Intermediate,Video,4.4,0.8270161290322581,0.5483870967741935,1.0,1.0,0.8500000000000001,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Well rated (4.4★)
7,U0721,C0029,Design,Intermediate,Video,4.2,0.8241935483870968,0.5806451612903226,1.0,1.0,0.8,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Well rated (4.2★)
8,U0721,C0301,Design,Intermediate,Self-Paced,3.9,0.7957661290322581,0.5483870967741935,1.0,1.0,0.725,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit
1,U0722,C0027,Technology,Beginner,Video,4.5,0.9125000000000001,0.8125,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
2,U0722,C0150,Technology,Beginner,Video,4.4,0.9,0.7916666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
3,U0722,C0300,Technology,Beginner,Live,5.0,0.89375,0.6458333333333334,1.0,1.0,1.0,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (5.0★)
4,U0722,C0205,Technology,Beginner,Video,4.9,0.8875000000000001,0.6458333333333334,1.0,1.0,0.9750000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.9★)
5,U0722,C0290,Technology,Beginner,Video,4.4,0.88125,0.7291666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
6,U0722,C0171,Technology,Beginner,Self-Paced,3.8,0.8687500000000001,0.8125,1.0,1.0,0.7,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group
7,U0722,C0140,Technology,Beginner,Live,4.7,0.85625,0.5833333333333334,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Highly rated (4.7★)
8,U0722,C0318,Technology,Beginner,Self-Paced,4.7,0.85625,0.5833333333333334,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Highly rated (4.7★)
1,U0724,C0006,Health & Wellness,Intermediate,Video,4.3,0.8368951612903226,0.9354838709677419,1.0,0.5,0.825,🚀 Career Climber,Beginner,Matches your Health & Wellness interest · Close to your target level · Popular in your learner group · Well rated (4.3★)
2,U0724,C0222,Health & Wellness,Intermediate,Video,5.0,0.8225806451612903,0.7419354838709677,1.0,0.5,1.0,🚀 Career Climber,Beginner,Matches your Health & Wellness interest · Close to your target level · Popular in your learner group · Highly rated (5.0★)
3,U0724,C0162,Health & Wellness,Beginner,Hybrid,4.9,0.8098790322580646,0.3870967741935484,1.0,1.0,0.9750000000000001,🚀 Career Climber,Beginner,Matches your Health & Wellness interest · Perfect Beginner level fit · Highly rated (4.9★)
4,U0724,C0260,Health & Wellness,Intermediate,Live,4.4,0.7947580645161291,0.7741935483870968,1.0,0.5,0.8500000000000001,🚀 Career Climber,Beginner,Matches your Health & Wellness interest · Close to your target level · Popular in your learner group · Well rated (4.4★)
5,U0724,C0178,Health & Wellness,Intermediate,Self-Paced,4.7,0.7941532258064516,0.7096774193548387,1.0,0.5,0.925,🚀 Career Climber,Beginner,Matches your Health & Wellness interest · Close to your target level · Popular in your learner group · Highly rated (4.7★)
6,U0724,C0366,Health & Wellness,Intermediate,Video,4.6,0.7879032258064516,0.7096774193548387,1.0,0.5,0.8999999999999999,🚀 Career Climber,Beginner,Matches your Health & Wellness interest · Close to your target level · Popular in your learner group · Highly rated (4.6★)
7,U0724,C0227,Health & Wellness,Beginner,Live,4.5,0.7848790322580645,0.3870967741935484,1.0,1.0,0.875,🚀 Career Climber,Beginner,Matches your Health & Wellness interest · Perfect Beginner level fit · Highly rated (4.5★)
8,U0724,C0353,Health & Wellness,Beginner,Video,4.3,0.7820564516129032,0.41935483870967744,1.0,1.0,0.825,🚀 Career Climber,Beginner,Matches your Health & Wellness interest · Perfect Beginner level fit · Well rated (4.3★)
1,U0726,C0151,Technology,Intermediate,Video,4.7,0.9715725806451612,0.967741935483871,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
2,U0726,C0254,Technology,Intermediate,Live,3.8,0.925,1.0,1.0,1.0,0.7,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group
3,U0726,C0282,Technology,Intermediate,Hybrid,4.5,0.901008064516129,0.7741935483870968,1.0,1.0,0.875,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.5★)
4,U0726,C0085,Technology,Intermediate,Live,3.9,0.8925403225806451,0.8709677419354839,1.0,1.0,0.725,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group
5,U0726,C0123,Technology,Intermediate,Live,4.1,0.8856854838709677,0.8064516129032258,1.0,1.0,0.7749999999999999,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
6,U0726,C0017,Technology,Intermediate,Video,4.3,0.8788306451612904,0.7419354838709677,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
7,U0726,C0185,Technology,Intermediate,Hybrid,3.6,0.873790322580645,0.8709677419354839,1.0,1.0,0.65,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group
8,U0726,C0295,Technology,Intermediate,Video,3.9,0.8538306451612904,0.7419354838709677,1.0,1.0,0.725,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group
1,U0729,C0289,Finance,Intermediate,Self-Paced,4.5,0.9203629032258065,0.8387096774193549,1.0,1.0,0.875,🚀 Career Climber,Intermediate,Matches your Finance interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.5★)
2,U0729,C0264,Finance,Intermediate,Live,4.0,0.8987903225806451,0.8709677419354839,1.0,1.0,0.75,🚀 Career Climber,Intermediate,Matches your Finance interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.0★)
3,U0729,C0007,Finance,Intermediate,Video,4.8,0.8810483870967742,0.6451612903225806,1.0,1.0,0.95,🚀 Career Climber,Intermediate,Matches your Finance interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.8★)
4,U0729,C0019,Finance,Intermediate,Hybrid,4.7,0.8651209677419354,0.6129032258064516,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Finance interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
5,U0729,C0380,Finance,Intermediate,Self-Paced,4.8,0.8423387096774193,0.5161290322580645,1.0,1.0,0.95,🚀 Career Climber,Intermediate,Matches your Finance interest · Perfect Intermediate level fit · Highly rated (4.8★)
6,U0729,C0102,Finance,Intermediate,Video,3.8,0.828225806451613,0.6774193548387096,1.0,1.0,0.7,🚀 Career Climber,Intermediate,Matches your Finance interest · Perfect Intermediate level fit · Popular in your learner group
7,U0729,C0288,Finance,Intermediate,Video,3.8,0.8088709677419355,0.6129032258064516,1.0,1.0,0.7,🚀 Career Climber,Intermediate,Matches your Finance interest · Perfect Intermediate level fit · Popular in your learner group
8,U0729,C0281,Finance,Intermediate,Hybrid,3.6,0.7866935483870968,0.5806451612903226,1.0,1.0,0.65,🚀 Career Climber,Intermediate,Matches your Finance interest · Perfect Intermediate level fit
1,U0730,C0381,Technology,Beginner,Live,4.7,0.95,0.8958333333333334,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.7★)
2,U0730,C0386,Technology,Beginner,Video,4.5,0.91875,0.8333333333333334,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
3,U0730,C0027,Technology,Beginner,Video,4.5,0.9125000000000001,0.8125,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
4,U0730,C0150,Technology,Beginner,Video,4.4,0.9,0.7916666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
5,U0730,C0300,Technology,Beginner,Live,5.0,0.89375,0.6458333333333334,1.0,1.0,1.0,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (5.0★)
6,U0730,C0205,Technology,Beginner,Video,4.9,0.8875000000000001,0.6458333333333334,1.0,1.0,0.9750000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.9★)
7,U0730,C0290,Technology,Beginner,Video,4.4,0.88125,0.7291666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
8,U0730,C0171,Technology,Beginner,Self-Paced,3.8,0.8687500000000001,0.8125,1.0,1.0,0.7,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group
1,U0732,C0193,Design,Beginner,Live,4.8,0.9125000000000001,0.75,1.0,1.0,0.95,🔭 Tech Explorer,Beginner,Matches your Design interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.8★)
2,U0732,C0078,Design,Beginner,Hybrid,4.4,0.9125,0.8333333333333334,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Design interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
3,U0732,C0259,Design,Beginner,Hybrid,4.9,0.8937499999999999,0.6666666666666666,1.0,1.0,0.9750000000000001,🔭 Tech Explorer,Beginner,Matches your Design interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.9★)
4,U0732,C0200,Design,Beginner,Live,5.0,0.8875,0.625,1.0,1.0,1.0,🔭 Tech Explorer,Beginner,Matches your Design interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (5.0★)
5,U0732,C0115,Design,Beginner,Live,4.4,0.8750000000000001,0.7083333333333334,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Design interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
6,U0732,C0229,Design,Beginner,Video,4.5,0.8625,0.6458333333333334,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Design interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
7,U0732,C0126,Design,Beginner,Live,4.6,0.8562500000000001,0.6041666666666666,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Beginner,Matches your Design interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.6★)
8,U0732,C0098,Design,Beginner,Hybrid,3.7,0.85625,0.7916666666666666,1.0,1.0,0.675,🔭 Tech Explorer,Beginner,Matches your Design interest · Perfect Beginner level fit · Popular in your learner group
1,U0734,C0061,Design,Intermediate,Hybrid,4.8,0.9100806451612904,0.7419354838709677,1.0,1.0,0.95,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.8★)
2,U0734,C0266,Design,Intermediate,Hybrid,4.4,0.8850806451612904,0.7419354838709677,1.0,1.0,0.8500000000000001,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.4★)
3,U0734,C0103,Design,Intermediate,Video,4.7,0.8747983870967742,0.6451612903225806,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
4,U0734,C0153,Design,Intermediate,Self-Paced,4.3,0.8497983870967742,0.6451612903225806,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
5,U0734,C0127,Design,Intermediate,Video,4.5,0.8429435483870968,0.5806451612903226,1.0,1.0,0.875,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Highly rated (4.5★)
6,U0734,C0238,Design,Intermediate,Video,4.4,0.8270161290322581,0.5483870967741935,1.0,1.0,0.8500000000000001,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Well rated (4.4★)
7,U0734,C0029,Design,Intermediate,Video,4.2,0.8241935483870968,0.5806451612903226,1.0,1.0,0.8,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Well rated (4.2★)
8,U0734,C0301,Design,Intermediate,Self-Paced,3.9,0.7957661290322581,0.5483870967741935,1.0,1.0,0.725,🚀 Career Climber,Intermediate,Matches your Design interest · Perfect Intermediate level fit
1,U0736,C0127,Design,Intermediate,Video,4.5,0.825,0.5208333333333334,1.0,1.0,0.875,🔭 Tech Explorer,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Highly rated (4.5★)
2,U0736,C0266,Design,Intermediate,Hybrid,4.4,0.8125000000000001,0.5,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Well rated (4.4★)
3,U0736,C0103,Design,Intermediate,Video,4.7,0.8125,0.4375,1.0,1.0,0.925,🔭 Tech Explorer,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Highly rated (4.7★)
4,U0736,C0076,Design,Intermediate,Hybrid,3.8,0.8125,0.625,1.0,1.0,0.7,🔭 Tech Explorer,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Popular in your learner group
5,U0736,C0395,Design,Intermediate,Video,4.7,0.8125,0.4375,1.0,1.0,0.925,🔭 Tech Explorer,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Highly rated (4.7★)
6,U0736,C0238,Design,Intermediate,Video,4.4,0.7999999999999999,0.4583333333333333,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Well rated (4.4★)
7,U0736,C0301,Design,Intermediate,Self-Paced,3.9,0.7937500000000001,0.5416666666666666,1.0,1.0,0.725,🔭 Tech Explorer,Intermediate,Matches your Design interest · Perfect Intermediate level fit
8,U0736,C0061,Design,Intermediate,Hybrid,4.8,0.7875000000000001,0.3333333333333333,1.0,1.0,0.95,🔭 Tech Explorer,Intermediate,Matches your Design interest · Perfect Intermediate level fit · Highly rated (4.8★)
1,U0737,C0198,Business,Beginner,Video,4.6,0.9125,0.7916666666666666,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.6★)
2,U0737,C0326,Business,Beginner,Self-Paced,4.3,0.90625,0.8333333333333334,1.0,1.0,0.825,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.3★)
3,U0737,C0207,Business,Beginner,Video,4.8,0.9000000000000001,0.7083333333333334,1.0,1.0,0.95,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.8★)
4,U0737,C0035,Business,Beginner,Video,3.9,0.8937499999999999,0.875,1.0,1.0,0.725,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group
5,U0737,C0172,Business,Beginner,Self-Paced,4.3,0.8875,0.7708333333333334,1.0,1.0,0.825,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.3★)
6,U0737,C0005,Business,Beginner,Hybrid,4.1,0.8562500000000001,0.7083333333333334,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.1★)
7,U0737,C0382,Business,Beginner,Self-Paced,4.1,0.8562500000000001,0.7083333333333334,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.1★)
8,U0737,C0314,Business,Beginner,Live,4.3,0.85625,0.6666666666666666,1.0,1.0,0.825,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.3★)
1,U0738,C0192,Technology,Intermediate,Video,4.3,0.85625,0.6666666666666666,1.0,1.0,0.825,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
2,U0738,C0151,Technology,Intermediate,Video,4.7,0.83125,0.5,1.0,1.0,0.925,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Highly rated (4.7★)
3,U0738,C0123,Technology,Intermediate,Live,4.1,0.8312499999999999,0.625,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
4,U0738,C0221,Technology,Intermediate,Video,4.4,0.8312499999999999,0.5625,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.4★)
5,U0738,C0360,Technology,Intermediate,Video,4.2,0.825,0.5833333333333334,1.0,1.0,0.8,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.2★)
6,U0738,C0312,Technology,Intermediate,Video,4.5,0.825,0.5208333333333334,1.0,1.0,0.875,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Highly rated (4.5★)
7,U0738,C0124,Technology,Intermediate,Live,4.1,0.81875,0.5833333333333334,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.1★)
8,U0738,C0037,Technology,Intermediate,Self-Paced,4.2,0.8187499999999999,0.5625,1.0,1.0,0.8,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.2★)
1,U0739,C0315,Data Science,Intermediate,Video,5.0,0.8935483870967742,0.6451612903225806,1.0,1.0,1.0,🚀 Career Climber,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (5.0★)
2,U0739,C0361,Data Science,Intermediate,Video,4.2,0.8919354838709677,0.8064516129032258,1.0,1.0,0.8,🚀 Career Climber,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.2★)
3,U0739,C0338,Data Science,Intermediate,Video,4.6,0.878225806451613,0.6774193548387096,1.0,1.0,0.8999999999999999,🚀 Career Climber,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.6★)
4,U0739,C0251,Data Science,Intermediate,Video,4.4,0.865725806451613,0.6774193548387096,1.0,1.0,0.8500000000000001,🚀 Career Climber,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.4★)
5,U0739,C0004,Data Science,Intermediate,Video,3.6,0.8641129032258065,0.8387096774193549,1.0,1.0,0.65,🚀 Career Climber,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group
6,U0739,C0220,Data Science,Intermediate,Video,4.3,0.859475806451613,0.6774193548387096,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
7,U0739,C0256,Data Science,Intermediate,Video,4.6,0.8588709677419354,0.6129032258064516,1.0,1.0,0.8999999999999999,🚀 Career Climber,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.6★)
8,U0739,C0284,Data Science,Intermediate,Hybrid,4.3,0.8497983870967742,0.6451612903225806,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
1,U0740,C0054,Marketing,Intermediate,Hybrid,4.6,0.907258064516129,0.7741935483870968,1.0,1.0,0.8999999999999999,🚀 Career Climber,Intermediate,Matches your Marketing interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.6★)
2,U0740,C0202,Marketing,Intermediate,Video,4.7,0.8941532258064515,0.7096774193548387,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Marketing interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
3,U0740,C0297,Marketing,Intermediate,Video,4.0,0.869758064516129,0.7741935483870968,1.0,1.0,0.75,🚀 Career Climber,Intermediate,Matches your Marketing interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.0★)
4,U0740,C0310,Marketing,Intermediate,Video,4.0,0.869758064516129,0.7741935483870968,1.0,1.0,0.75,🚀 Career Climber,Intermediate,Matches your Marketing interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.0★)
5,U0740,C0199,Marketing,Intermediate,Video,4.1,0.8663306451612903,0.7419354838709677,1.0,1.0,0.7749999999999999,🚀 Career Climber,Intermediate,Matches your Marketing interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
6,U0740,C0265,Marketing,Intermediate,Live,4.3,0.8497983870967742,0.6451612903225806,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Marketing interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
7,U0740,C0016,Marketing,Intermediate,Self-Paced,4.0,0.840725806451613,0.6774193548387096,1.0,1.0,0.75,🚀 Career Climber,Intermediate,Matches your Marketing interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.0★)
8,U0740,C0020,Marketing,Intermediate,Hybrid,3.7,0.821975806451613,0.6774193548387096,1.0,1.0,0.675,🚀 Career Climber,Intermediate,Matches your Marketing interest · Perfect Intermediate level fit · Popular in your learner group
1,U0741,C0183,Data Science,Beginner,Hybrid,5.0,0.93125,0.7708333333333334,1.0,1.0,1.0,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (5.0★)
2,U0741,C0059,Data Science,Beginner,Video,4.6,0.8937499999999999,0.7291666666666666,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.6★)
3,U0741,C0131,Data Science,Beginner,Live,4.5,0.8875,0.7291666666666666,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
4,U0741,C0348,Data Science,Beginner,Live,4.4,0.88125,0.7291666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
5,U0741,C0336,Data Science,Beginner,Self-Paced,4.1,0.88125,0.7916666666666666,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.1★)
6,U0741,C0313,Data Science,Beginner,Live,4.7,0.8812499999999999,0.6666666666666666,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.7★)
